SectionID,Latitude,Longitude,Altitude,OHEMas,EngFeature,TRDFeature,PWI,Division,Remark,Satellites,ModifiedDate
R-LAE,21.202907,81.878777,228.000000,27/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203023,81.878390,229.000000,27/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203135,81.878027,229.000000,27/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203263,81.877660,228.000000,27/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203387,81.877220,228.000000,27/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203558,81.876727,229.000000,27/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203752,81.876145,228.000000,27/9    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.203913,81.875612,229.000000,27/7    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.204063,81.875120,227.000000,27/5    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.204227,81.874627,230.000000,27/3    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.204377,81.874127,231.000000,27/1    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.204562,81.873555,228.000000,26/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.204755,81.872970,229.000000,26/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.204932,81.872415,230.000000,26/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.205123,81.871800,228.000000,26/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.205310,81.871208,230.000000,26/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.205500,81.870633,229.000000,26/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.205680,81.870068,228.000000,26/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.205858,81.869483,229.000000,26/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206008,81.868938,228.000000,26/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206137,81.868380,229.000000,26/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206257,81.867830,230.000000,26/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206367,81.867275,231.000000,26/9    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206455,81.866770,230.000000,26/7    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206543,81.866307,227.000000,26/5    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206652,81.865667,228.000000,26/3    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206758,81.865062,224.000000,26/1    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206870,81.864418,227.000000,25/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.206980,81.863832,225.000000,25/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207092,81.863237,229.000000,25/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207185,81.862685,228.000000,25/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207295,81.862040,229.000000,25/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207407,81.861398,229.000000,25/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207525,81.860818,227.000000,25/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207663,81.860213,227.000000,25/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207803,81.859635,228.000000,25/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.207930,81.859053,229.000000,25/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208032,81.858500,230.000000,25/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208127,81.857932,231.000000,25/9    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208260,81.857160,230.000000,25/7    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208350,81.856710,228.000000,25/5    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208458,81.856170,226.000000,25/3    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208547,81.855572,227.000000,25/1    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208632,81.855023,223.000000,24/33   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208685,81.854603,224.000000,24/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208733,81.854170,225.000000,24/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208800,81.853692,223.000000,24/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208865,81.853262,223.000000,24/25/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.208930,81.852832,224.000000,24/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209002,81.852363,224.000000,24/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209077,81.851935,226.000000,24/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209180,81.851347,223.000000,24/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209282,81.850743,223.000000,24/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209387,81.850153,223.000000,24/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209500,81.849552,224.000000,24/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209603,81.849005,227.000000,24/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209703,81.848358,227.000000,24/9    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209828,81.847742,221.000000,24/7    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.209930,81.847090,224.000000,24/5    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210028,81.846573,228.000000,24/3    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210125,81.846010,224.000000,24/1    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210227,81.845492,222.000000,23/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210322,81.844915,221.000000,23/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210433,81.844313,222.000000,23/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210525,81.843732,222.000000,23/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210640,81.843083,223.000000,23/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210750,81.842488,223.000000,23/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210863,81.841895,224.000000,23/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.210973,81.841288,225.000000,23/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211078,81.840643,225.000000,23/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211190,81.840048,227.000000,23/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211305,81.839453,227.000000,23/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211417,81.838850,229.000000,23/9    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211512,81.838255,229.000000,23/7    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211613,81.837705,228.000000,23/5    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211720,81.837115,228.000000,23/3    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211832,81.836540,230.000000,23/1    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.211908,81.836043,228.000000,22/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212010,81.835498,228.000000,22/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212112,81.834902,228.000000,22/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212228,81.834263,228.000000,22/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212332,81.833678,228.000000,22/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212430,81.833070,230.000000,22/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212532,81.832477,230.000000,22/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212647,81.831875,230.000000,22/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212760,81.831227,230.000000,22/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212868,81.830640,232.000000,22/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.212968,81.830052,232.000000,22/9    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213093,81.829408,231.000000,22/7    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213202,81.828772,232.000000,22/5    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213305,81.828133,231.000000,22/3    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213423,81.827497,233.000000,22/1    ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213527,81.826910,234.000000,21/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213650,81.826262,234.000000,21/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213750,81.825672,235.000000,21/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213867,81.825020,237.000000,21/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.213950,81.824472,238.000000,21/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214047,81.823967,239.000000,21/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214145,81.823313,238.000000,21/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214253,81.822722,237.000000,21/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214363,81.822098,236.000000,21/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214473,81.821497,237.000000,21/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214563,81.820947,238.000000,21/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214663,81.820347,238.000000,21/09   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214782,81.819708,238.000000,21/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214885,81.819103,239.000000,21/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.214992,81.818508,238.000000,21/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215095,81.817902,239.000000,21/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215210,81.817255,240.000000,20/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215320,81.816665,240.000000,20/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215425,81.816077,239.000000,20/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215525,81.815508,234.000000,20/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215625,81.814892,238.000000,20/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215748,81.814252,236.000000,20/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215862,81.813655,235.000000,20/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.215962,81.813052,235.000000,20/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216058,81.812538,234.000000,20/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216132,81.812070,237.000000,20/13/1N,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216197,81.811698,238.000000,20/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216305,81.811178,235.000000,20/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216387,81.810707,236.000000,20/9N   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216493,81.810097,238.000000,20/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216605,81.809540,238.000000,20/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216683,81.808997,241.000000,20/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216770,81.808480,240.000000,20/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216850,81.807920,243.000000,19/35   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.216952,81.807410,241.000000,19/33   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217038,81.806955,242.000000,19/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217143,81.806490,242.000000,19/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217252,81.806013,243.000000,19/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217337,81.805547,245.000000,19/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217418,81.805073,243.000000,19/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217520,81.804558,244.000000,19/21/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217595,81.804007,247.000000,19/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217703,81.803480,246.000000,19/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217803,81.802882,246.000000,19/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.217905,81.802298,244.000000,19/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218005,81.801678,249.000000,19/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218123,81.801087,247.000000,19/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218247,81.800572,246.000000,19/09   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218342,81.800018,243.000000,19/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218427,81.799508,240.000000,19/5/1  ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218515,81.799077,242.000000,19/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218563,81.798662,241.000000,19/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218623,81.798227,241.000000,19/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218692,81.797847,239.000000,18/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218735,81.797458,238.000000,18/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218790,81.797028,238.000000,18/25/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218862,81.796507,238.000000,18/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.218933,81.796133,239.000000,18/23/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219007,81.795683,235.000000,18/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219092,81.795312,238.000000,18/21/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219198,81.794568,241.000000,18/19/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219272,81.794153,237.000000,18/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219343,81.793660,242.000000,18/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219457,81.793135,238.000000,18/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219552,81.792603,240.000000,18/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219642,81.792085,240.000000,18/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219730,81.791587,236.000000,18/09   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219807,81.791075,238.000000,18/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219893,81.790578,235.000000,18/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.219967,81.790035,239.000000,18/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220058,81.789498,238.000000,18/3/1  ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220158,81.788887,237.000000,18/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220267,81.788298,236.000000,17/37   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220385,81.787702,236.000000,17/35   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220487,81.787107,239.000000,17/33   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220568,81.786553,240.000000,17/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220657,81.786063,244.000000,17/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220755,81.785547,244.000000,17/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220865,81.785073,242.000000,17/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.220982,81.784620,241.000000,17/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.221097,81.784205,241.000000,17/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.221235,81.783738,239.000000,17/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.221427,81.783218,242.000000,17/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.221620,81.782757,243.000000,17/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.221817,81.782258,240.000000,17/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.222028,81.781798,240.000000,17/09   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.222245,81.781355,239.000000,17/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.222478,81.780883,244.000000,17/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.222677,81.780472,241.000000,17/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.222843,81.780138,242.000000,17/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.223008,81.779790,243.000000,16/43A  ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.223157,81.779503,246.000000,16/41   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.223372,81.779098,247.000000,16/37   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.223580,81.778682,250.000000,16/35   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.223753,81.778290,246.000000,16/33   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.223930,81.777987,247.000000,16/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.224088,81.777663,245.000000,16/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.224333,81.777178,244.000000,16/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.224560,81.776693,245.000000,16/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.224813,81.776208,250.000000,16/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.225055,81.775763,251.000000,16/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.225260,81.775350,248.000000,16/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.225433,81.775005,248.000000,16/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.225637,81.774615,249.000000,16/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.225868,81.774160,251.000000,16/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.226077,81.773707,256.000000,16/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.226332,81.773192,252.000000,16/09   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.226545,81.772775,246.000000,16/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.226753,81.772365,247.000000,16/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.226978,81.771902,249.000000,16/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.227213,81.771443,247.000000,16/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.227415,81.771080,247.000000,15/49   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.227647,81.770602,246.000000,15/47   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.227793,81.770318,250.000000,15/41N  ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.227980,81.769935,251.000000,15/43   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.228078,81.769678,254.000000,15/41   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.228237,81.769363,257.000000,15/39   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.228448,81.768880,252.000000,15/33   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.228607,81.768567,248.000000,15/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.228843,81.768082,253.000000,15/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229100,81.767470,270.000000,15/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229328,81.767005,275.000000,15/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229413,81.766792,260.000000,15/19/1 ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229515,81.766525,251.000000,15/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229628,81.766223,248.000000,15/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229793,81.765725,249.000000,15/13   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.229943,81.765227,247.000000,15/11   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230095,81.764695,245.000000,15/09   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230237,81.764175,251.000000,15/07   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230388,81.763640,250.000000,15/05   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230535,81.763095,249.000000,15/03   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230680,81.762583,246.000000,15/01   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230805,81.762070,248.000000,14/35   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.230967,81.761533,247.000000,14/33   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231105,81.761047,245.000000,14/31   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231257,81.760498,245.000000,14/29   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231402,81.759962,245.000000,14/27   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231532,81.759470,245.000000,14/25   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231632,81.759012,243.000000,14/23   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231732,81.758538,242.000000,14/21   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231828,81.758030,241.000000,14/19   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231898,81.757512,243.000000,14/17   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231957,81.757040,241.000000,14/15   ,,,,R,,10,10-04-2024 12:52:00
R-LAE,21.231998,81.756603,242.000000,14/13   ,,,,R,,10,10-04-2024 12:52:00
